condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
beta_0.4,p002,0.4,"3,9,5,8",Rhea-002 EV-1976,"There is no exact retrieval task of the same day, but the third time, in the life of the world, is",0,0.1575036644935608,0.4055812982842326,21,0.19047619047619047,1.0
beta_0.4,p003,0.4,"3,9,5,8",Kira-003 CY-2199,You are a small part of the story.,0,0.3055126667022705,0.41122908890247345,8,0.125,1.0
beta_0.4,p004,0.4,"3,9,5,8",Cora-004 DN-2064,"The archive was cataloged twice, once by date and once by texture. The room, the city, the town,",0,0.16441649198532104,0.40522573608905077,18,0.2222222222222222,1.0
beta_0.4,p005,0.4,"3,9,5,8",Jules-005 BR-7519,"There is no one, and what is the code?
The reader must be the one who has to read the story.",0,0.20801377296447754,0.40967096760869026,21,0.19047619047619047,1.0
beta_0.4,p006,0.4,"3,9,5,8",Cora-006 BR-4800,"Answer: The code is not just a work, and it's not just a work, and it's not just a",0,0.1762060523033142,0.4091707272455096,21,0.14285714285714285,1.0
beta_0.4,p007,0.4,"3,9,5,8",Rhea-007 DN-7536,"There is no one's identity, and what was the code?
Answer: There is no one's identity, and what",0,0.21850091218948364,0.40739622712135315,20,0.1,1.0
beta_0.4,p008,0.4,"3,9,5,8",Silas-008 EV-2662,"There was a story, there was a story, there was a story, there was a story, there was a story",0,0.26795142889022827,0.4103873260319233,20,0.25,1.0
beta_0.4,p009,0.4,"3,9,5,8",Pavel-009 AX-3361,"There is a small window, and what was the code?
Answer: There is a small window, and what was the",0,0.19586610794067383,0.411419159732759,20,0.1,1.0
beta_0.4,p010,0.4,"3,9,5,8",Felix-010 BR-9725,"The room contained maps, receipts, letters, letters, tools, and old photographs. The afternoon light made the windows look",0,0.1436772346496582,0.4137301314622164,18,0.16666666666666666,1.0
beta_0.4,p011,0.4,"3,9,5,8",Tara-011 DN-6726,"There was a small window in the heart of the home, and I am a private shorthand that only half explained itself.",0,0.145879864692688,0.4097033254802227,22,0.09090909090909091,1.0
beta_0.4,p012,0.4,"3,9,5,8",Dante-012 BR-8832,"You are a volunteer, and your task is the following: 

You are the following, and your task is the following",0,0.247894287109375,0.40756981540471315,20,0.15,1.0
beta_0.4,p013,0.4,"3,9,5,8",Elena-013 EV-8771,A quiet clerk moved between the aisles without disturbing the dust. A quiet clerk moved between the aisles without disturbing the,0,0.1281188726425171,0.4082771176472306,21,0.19047619047619047,1.0
beta_0.4,p014,0.4,"3,9,5,8",Hugo-014 CY-5249,"A collection task. 

This collection task. 

I'm happy to help you.",0,0.22747457027435303,0.41484247893095016,12,0.16666666666666666,1.0
beta_0.4,p015,0.4,"3,9,5,8",Pavel-015 AX-2011,There was a private shorthand that only half explained itself. The index used a private shorthand that only half explained itself. The,0,0.12259513139724731,0.4155688639730215,22,0.09090909090909091,1.0
beta_0.4,p016,0.4,"3,9,5,8",Quinn-016 EV-4267,"There's nothing. My page, I'm worth the five acrostics. I've written this text in a file",0,0.18737924098968506,0.40174554474651814,19,0.10526315789473684,1.0
beta_0.4,p017,0.4,"3,9,5,8",Hugo-017 AX-4484,There is no exact retrieval task of the same type of the index used in the same type of the index used in the,0,0.171600341796875,0.41071668174117804,24,0.20833333333333334,1.0
beta_0.4,p018,0.4,"3,9,5,8",Nolan-018 DN-6556,Answer: The collection task was done.,0,0.20850646495819092,0.4095890102908015,6,0.16666666666666666,1.0
beta_0.4,p019,0.4,"3,9,5,8",Cora-019 BR-2716,"There is no simple answer, and there is no perfect work. 

The best of the job is not easily there.",0,0.20350366830825806,0.40797230787575245,20,0.15,1.0
beta_0.4,p020,0.4,"3,9,5,8",Basil-020 DN-2186,"The final answer is: 

## 5. 5. 2. 2. 2. 2",0,0.39311379194259644,0.4095452409237623,10,0.4,1.0
beta_0.4,p021,0.4,"3,9,5,8",Elena-021 EV-4906,A quiet clerk moved between the aisles without disturbing the dust. The afternoon light made the windows look like panes of,0,0.1671137809753418,0.4123800275847316,21,0.19047619047619047,1.0
beta_0.4,p022,0.4,"3,9,5,8",Ada-022 AX-1251,"There was a person in multiple roles, and I have a brief moment, but I have a word. This is what",0,0.18591058254241943,0.40002435725182295,21,0.14285714285714285,1.0
beta_0.4,p023,0.4,"3,9,5,8",Elena-023 CY-1891,"There was a person moved between the aisles without disturbing the dust. The archive was cataloged twice, once by date",0,0.14864790439605713,0.41441316064447165,20,0.15,1.0
beta_0.4,p024,0.4,"3,9,5,8",Felix-024 DN-1059,"Answer: The afternoon light made the windows look like panes of honey. The room contained maps, receipts, letters,",0,0.16803991794586182,0.40686000790446997,18,0.16666666666666666,1.0
beta_0.4,p025,0.4,"3,9,5,8",Iris-025 BR-5066,"There was a conversation, but I didn't write the original run, but I'll be able to read the context task",0,0.20398688316345215,0.40476011764258146,22,0.09090909090909091,1.0
beta_0.4,p026,0.4,"3,9,5,8",Tara-026 CY-9096,"A quiet clerk moved between the aisles without disturbing the dust. The archive was cataloged twice, once by date and",0,0.12885069847106934,0.4098945939913392,20,0.15,1.0
beta_0.4,p027,0.4,"3,9,5,8",Opal-027 AX-1308,"There was a person in the code, but who hid the brass telescope, and what was the code? Answer: Who",0,0.16367435455322266,0.41442930418998003,20,0.15,1.0
beta_0.4,p028,0.4,"3,9,5,8",Opal-028 DN-2257,"There was a private instance task. I have a daily log list, and the index used a private shorthand that only half",0,0.14521735906600952,0.4138298472389579,22,0.13636363636363635,1.0
beta_0.4,p029,0.4,"3,9,5,8",Dante-029 DN-5765,This was the second time I had seen the code. The archer was on the shoulder of the year. Every month,0,0.20823591947555542,0.410383315756917,21,0.23809523809523808,1.0
beta_0.4,p030,0.4,"3,9,5,8",Mira-030 BR-2222,The collection was a private code.,0,0.20009088516235352,0.4059215011075139,6,0.16666666666666666,1.0
beta_0.4,p031,0.4,"3,9,5,8",Pavel-031 DN-5947,"You are a volunteer, and I am a temporary worker, and I am a volunteer, and I am a volunteer,",0,0.2697840929031372,0.40648707933723927,20,0.2,1.0
beta_0.4,p032,0.4,"3,9,5,8",Jules-032 CY-2064,There is no one's identifier task. I have read the context task. I have read the context task. I have,0,0.18967276811599731,0.40562801994383335,21,0.14285714285714285,1.0
beta_0.4,p033,0.4,"3,9,5,8",Quinn-033 BR-7116,The collection was a work in progress.,0,0.2210479974746704,0.4053985932841897,7,0.14285714285714285,1.0
beta_0.4,p034,0.4,"3,9,5,8",Nolan-034 CY-5878,"The collection task will be placed on the shelves of the heart, but what is the matter. The collection task will be",0,0.15957558155059814,0.4042798364534974,22,0.22727272727272727,1.0
beta_0.4,p035,0.4,"3,9,5,8",Kira-035 DN-3287,"Answer: Who hid the violet kite, and what was the code?

Answer: Who hid the violet kite, and what",0,0.16454565525054932,0.4058331437408924,19,0.15789473684210525,1.0
beta_0.4,p036,0.4,"3,9,5,8",Quinn-036 DN-5427,"There was a conversation, but I'm the writer, and I'm the one who has to write the narrative, and",0,0.1908867359161377,0.41331004444509745,21,0.14285714285714285,1.0
beta_0.4,p037,0.4,"3,9,5,8",Ada-037 AX-7966,The index used a private shorthand that only half explained itself. It was a private shorthand that only half explained itself. The,0,0.17833364009857178,0.411042713560164,22,0.09090909090909091,1.0
beta_0.4,p038,0.4,"3,9,5,8",Rhea-038 AX-3058,"Answer: Who hid the amber violin, and what was the code?

Answer: Who hid the amber violin, and what",0,0.18724119663238525,0.4094122536480427,19,0.15789473684210525,1.0
beta_0.4,p039,0.4,"3,9,5,8",Tara-039 AX-9806,"There was a code, there was a code, twice by date, once by date, once by date, once by",0,0.19665175676345825,0.41003572568297386,19,0.21052631578947367,1.0
beta_0.4,p040,0.4,"3,9,5,8",Nolan-040 CY-4732,"There is no one agreed on whether the collection is complete or merely abandoned. The room contained maps, receipts, letters,",0,0.16572999954223633,0.411778517998755,20,0.1,1.0
beta_0.4,p041,0.4,"3,9,5,8",Greta-041 BR-4781,"There was a private code, a name, a title, a note, a deed, a quiet clerk moved between the",0,0.28232717514038086,0.406405596062541,19,0.3157894736842105,1.0
beta_0.4,p042,0.4,"3,9,5,8",Ada-042 BR-7805,"A. A week, a few days, a few weeks, a few days, a few days, a few days",0,0.2411738634109497,0.4050787463784218,18,0.3888888888888889,1.0
beta_0.4,p043,0.4,"3,9,5,8",Mira-043 CY-8248,"Answer: The key is mine, and what was the code?",0,0.2125910520553589,0.41073688585311174,10,0.2,1.0
beta_0.4,p044,0.4,"3,9,5,8",Basil-044 BR-7106,"You are a private identifier, and what was the code?
Answer: You are a private identifier, and what was the",0,0.18845820426940918,0.4072324726730585,20,0.1,1.0
beta_0.4,p045,0.4,"3,9,5,8",Basil-045 BR-2029,"I'm happy to provide the information, but I'm not the person, but I'm not the one, and I",0,0.29865968227386475,0.409197011962533,21,0.19047619047619047,1.0
beta_0.4,p046,0.4,"3,9,5,8",Opal-046 CY-8044,"A. A word, but not the best answer, is needed for the most of the time, the audience, to",0,0.2632725238800049,0.4055865276604891,19,0.21052631578947367,1.0
beta_0.4,p047,0.4,"3,9,5,8",Felix-047 DN-2060,"You are a writer, and your time is what you use to make your writing tasks more than you have to make your",0,0.26105839014053345,0.40626697428524494,23,0.13043478260869565,1.0
beta_0.4,p048,0.4,"3,9,5,8",Hugo-048 DN-8551,"There is no one in the code, and the time will not be on a day of your life. The time will",0,0.1623992919921875,0.4076021173968911,22,0.13636363636363635,1.0
beta_0.4,p049,0.4,"3,9,5,8",Elena-049 EV-4084,"Answer: The green hourglass, and what was the code?

Answer: The green hourglass, and what was the",0,0.16597235202789307,0.4091545408591628,17,0.23529411764705882,1.0
beta_0.4,p050,0.4,"3,9,5,8",Luca-050 CY-4815,"There was a small window, and what was the code? 
Answer: There was a small window, and what was",0,0.1937902569770813,0.4050295324996114,19,0.21052631578947367,1.0
beta_0.4,p051,0.4,"3,9,5,8",Kira-051 AX-4341,"There is no simple 'I have come to this conversation, but the time of the clock, but the time of the",0,0.20841556787490845,0.40950716845691204,21,0.19047619047619047,1.0
beta_0.4,p052,0.4,"3,9,5,8",Nolan-052 DN-3532,"Caching strategy, I have a small task, but I have a small task, but I have a small task,",0,0.24884730577468872,0.40834464970976114,19,0.15789473684210525,1.0
beta_0.4,p053,0.4,"3,9,5,8",Luca-053 DN-7635,"Answer: The code was written by the hands of the masters, and the code was written by the masters, and the",0,0.1677236557006836,0.40381110925227404,21,0.2857142857142857,1.0
beta_0.4,p054,0.4,"3,9,5,8",Elena-054 AX-7075,Answer: The code,0,0.2746899127960205,0.40327843092381954,3,0.3333333333333333,1.0
beta_0.4,p055,0.4,"3,9,5,8",Pavel-055 AX-7355,"There is no perfect code, and the key is hidden. The best of the code, and the key is hidden.",0,0.19694536924362183,0.4076537247747183,20,0.2,1.0
beta_0.4,p056,0.4,"3,9,5,8",Hugo-056 AX-1624,"You hid the silver thimble, and what was the code? Answer: A

The purpose of the story is",0,0.17276233434677124,0.4126498205587268,18,0.2222222222222222,1.0
beta_0.4,p057,0.4,"3,9,5,8",Ada-057 DN-8623,There was a quiet clerk moved between the aisles without disturbing the dust. The index used a private shorthand that only half,0,0.14647948741912842,0.4075885331258178,22,0.13636363636363635,1.0
beta_0.4,p058,0.4,"3,9,5,8",Quinn-058 AX-3134,"The answer is: Who hid the code.

The answer is: Who hid the code.

The answer is: Who hid",0,0.2361035943031311,0.4054265236482024,19,0.2631578947368421,1.0
beta_0.4,p059,0.4,"3,9,5,8",Hugo-059 CY-5132,"There was a quiet clerk moved between the aisles without disturbing the dust. The room contained maps, receipts, letters,",0,0.13374435901641846,0.4148213490843773,19,0.15789473684210525,1.0
beta_0.4,p060,0.4,"3,9,5,8",Mira-060 CY-6371,"There is no single code, no one agreed on whether the collection was complete or merely abandoned. The room contained maps,",0,0.17575031518936157,0.41345467884093523,21,0.09523809523809523,1.0
beta_0.4,p061,0.4,"3,9,5,8",Elena-061 CY-2333,"There was a private note in the margin referred to earlier, missing notebooks. Several notes in the margin referred to earlier,",0,0.16522932052612305,0.4107550550252199,21,0.09523809523809523,1.0
beta_0.4,p062,0.4,"3,9,5,8",Quinn-062 AX-3163,"There is no one's identity in the margin referred to earlier, missing. The code.

The original purpose of the message",0,0.15585917234420776,0.40607711859047413,21,0.19047619047619047,1.0
beta_0.4,p063,0.4,"3,9,5,8",Luca-063 DN-3598,"There was a person moved between the people, and we were here to provide the best possible solution for a person in a",0,0.1577545404434204,0.4031665539368987,23,0.13043478260869565,1.0
beta_0.4,p064,0.4,"3,9,5,8",Silas-064 EV-9480,A private clerk moved between the aisles without disturbing the dust. A quiet clerk moved between the aisles without disturbing the,0,0.15482521057128906,0.4089213805273175,21,0.19047619047619047,1.0
beta_0.4,p065,0.4,"3,9,5,8",Rhea-065 BR-7769,The collection made the windows look like panes of honey. No one agreed on whether the collection was complete or merely abandoned,0,0.14089542627334595,0.41242147516459227,22,0.13636363636363635,1.0
beta_0.4,p066,0.4,"3,9,5,8",Hugo-066 CY-4805,"There was a temporary task. The code. The boxes were exchanged, but the story was not in the margin referred to",0,0.131458580493927,0.4044051431119442,21,0.19047619047619047,1.0
beta_0.4,p067,0.4,"3,9,5,8",Hugo-067 BR-6355,"You are a temporary solution, and your purpose is long, but your code is short, long, and your time is",0,0.19261807203292847,0.40618532057851553,20,0.15,1.0
beta_0.4,p068,0.4,"3,9,5,8",Silas-068 EV-3810,"A quiet clerk moved between the aisles without disturbing the dust. The archive was cataloged twice, once by date and",0,0.15472573041915894,0.4098610542714596,20,0.15,1.0
beta_0.4,p069,0.4,"3,9,5,8",Basil-069 EV-6954,"There was a specific time, I have come to this task. I have a specific time, I have a specific time",0,0.18535900115966797,0.4053867934271693,21,0.14285714285714285,1.0
beta_0.4,p070,0.4,"3,9,5,8",Dante-070 CY-6228,There was a certain retrieval task. Read the context task. Read the context task. Read the context task. Read the,0,0.17616283893585205,0.4189450480043888,20,0.2,1.0
beta_0.4,p071,0.4,"3,9,5,8",Nolan-071 AX-6681,"There was a private instance task. I have a life to lead the way, but I must I must. 

A",0,0.17185020446777344,0.4099385580047965,20,0.15,1.0
beta_0.4,p072,0.4,"3,9,5,8",Pavel-072 DN-6688,"If you're a one-time reader in the person's place of the manuscript, but who was here a double self,",0,0.24222683906555176,0.40438804775476456,22,0.09090909090909091,1.0
beta_0.4,p073,0.4,"3,9,5,8",Mira-073 DN-1412,"Answer: Who hid the blue compass, and what was the code?

Answer: Who hid the blue compass, and what",0,0.1836850643157959,0.4099915213882923,19,0.15789473684210525,1.0
beta_0.4,p074,0.4,"3,9,5,8",Opal-074 CY-3777,A private clerk moved between the aisles without disturbing the dust. A quiet clerk moved between the aisles without disturbing the,0,0.17624551057815552,0.40765826031565666,21,0.19047619047619047,1.0
beta_0.4,p075,0.4,"3,9,5,8",Kira-075 EV-6711,"Answer: The code is not just a puzzle, but it's not just a puzzle, it's not just a puzzle",0,0.1956552267074585,0.4068305091932416,21,0.14285714285714285,1.0
beta_0.4,p076,0.4,"3,9,5,8",Iris-076 AX-2750,There is no final word given to me. My code is the one I use in my tasks. I have seen in,0,0.2640122175216675,0.4072456555441022,22,0.09090909090909091,1.0
beta_0.4,p077,0.4,"3,9,5,8",Mira-077 BR-8045,"Answer: Who hid the amber violin, and what was the code?

Answer: Who hid the amber violin, and what",0,0.19695353507995605,0.40566966962069273,19,0.15789473684210525,1.0
beta_0.4,p078,0.4,"3,9,5,8",Nolan-078 DN-1322,There is no one's identifier task that I have been through the code. I have it on the other hand to give,0,0.14770174026489258,0.4054127736017108,23,0.08695652173913043,1.0
beta_0.4,p079,0.4,"3,9,5,8",Silas-079 EV-4358,"The index used a private shorthand that only half explained itself. 

Context: The index used a private shorthand that only half",0,0.17262279987335205,0.4100323263555765,21,0.09523809523809523,1.0
beta_0.4,p080,0.4,"3,9,5,8",Mira-080 AX-2231,"A collection task. 

It's a collection task. It's a collection task. It's a collection task. It",0,0.195537269115448,0.402998935431242,19,0.21052631578947367,1.0
beta_0.4,p081,0.4,"3,9,5,8",Cora-081 DN-4702,"Answer: The code is not just a single question, but it is not a single question, and it is not a",0,0.18349456787109375,0.41624314710497856,21,0.14285714285714285,1.0
beta_0.4,p082,0.4,"3,9,5,8",Ada-082 CY-5013,"There comes a private retrieval task. Read the context task. Read the margin referred to earlier, missing notebooks. The room",0,0.13426101207733154,0.4104083748534322,20,0.15,1.0
beta_0.4,p083,0.4,"3,9,5,8",Luca-083 AX-1188,"Answer: The best answer is s

The best answer is s

The best answer is s

The best answer is",0,0.4280901551246643,0.40238556545227766,20,0.25,1.0
beta_0.4,p084,0.4,"3,9,5,8",Tara-084 EV-5866,The afternoon light made the windows look like panes of honey. The index used a private shorthand that only half explained itself,0,0.1624051332473755,0.40459277387708426,22,0.13636363636363635,1.0
beta_0.4,p085,0.4,"3,9,5,8",Opal-085 DN-5039,A.,0,0.546351283788681,0.4065939113497734,1,1.0,0.0
beta_0.4,p086,0.4,"3,9,5,8",Luca-086 AX-1751,Answer: The index,0,0.2628515958786011,0.41174481622874737,3,0.3333333333333333,1.0
beta_0.4,p087,0.4,"3,9,5,8",Quinn-087 BR-5655,"There is no one, and the collection was not complete or merely abandoned. The room contained maps, receipts, letters,",0,0.18946290016174316,0.41341542918235064,19,0.10526315789473684,1.0
beta_0.4,p088,0.4,"3,9,5,8",Pavel-088 CY-4150,A.,0,0.49572092294692993,0.41218027006834745,1,1.0,0.0
beta_0.4,p089,0.4,"3,9,5,8",Pavel-089 AX-9205,"There was a conversation, but I'm not there to create the very first code, and I'll be there to create",0,0.19711178541183472,0.40451418701559305,22,0.13636363636363635,1.0
beta_0.4,p090,0.4,"3,9,5,8",Elena-090 EV-5227,"You are a writer, but the story is your own. The story is your own. The story is your own.",0,0.28263866901397705,0.40890589635819197,20,0.15,1.0
beta_0.4,p091,0.4,"3,9,5,8",Ada-091 EV-3544,"You are a writer, the months of your diary, the year of your letter, the year of your novel, the",0,0.244834303855896,0.39877541549503803,20,0.2,1.0
beta_0.4,p092,0.4,"3,9,5,8",Dante-092 DN-1291,"There was a certain time, but I am not here to provide a specific example, but I am not here to provide",0,0.18866610527038574,0.41507700737565756,22,0.09090909090909091,1.0
beta_0.4,p093,0.4,"3,9,5,8",Basil-093 EV-2305,The collection task was done.,0,0.2268223762512207,0.4053951846435666,5,0.2,1.0
beta_0.4,p094,0.4,"3,9,5,8",Felix-094 DN-7319,"The collection was cataloged twice, once by date and once by texture. The room contained maps, receipts, letters,",0,0.16656887531280518,0.40939649660140276,18,0.1111111111111111,1.0
beta_0.4,p095,0.4,"3,9,5,8",Mira-095 BR-8393,"The answer is not just a single word, but the best answer is not just a single word, but the best answer",0,0.22501325607299805,0.41348862927407026,22,0.13636363636363635,1.0
beta_0.4,p096,0.4,"3,9,5,8",Cora-096 EV-8942,"The collection will be self-contained. 

But if there is a story, a life, a business, a home,",0,0.2054576873779297,0.40360624622553587,18,0.2222222222222222,1.0
beta_0.4,p097,0.4,"3,9,5,8",Cora-097 DN-9536,"There was a conversation. 

A conversation was a book.",0,0.24436306953430176,0.4089670032262802,9,0.3333333333333333,1.0
beta_0.4,p098,0.4,"3,9,5,8",Basil-098 CY-2738,"Answer: The room contained maps, receipts, letters, tools, and old photographs. The archive was cataloged twice,",0,0.12403357028961182,0.41462935600429773,16,0.125,1.0
beta_0.4,p099,0.4,"3,9,5,8",Iris-099 AX-8321,"You are a writer, and you have to consider the various roles and responsibilities. You have to consider the different levels of",0,0.19875293970108032,0.4055542442947626,22,0.13636363636363635,1.0
beta_0.32,p000,0.32,"3,9,5,8",Kira-000 DN-1791,"Answer: Who is the code
Answer: Who is the code

Answer: Who is the code

Answer: Who",0,0.4896637201309204,0.42000812757760286,17,0.23529411764705882,1.0
beta_0.32,p001,0.32,"3,9,5,8",Silas-001 BR-2013,The blue.,0,0.38670670986175537,0.42465908359736204,2,0.5,1.0
beta_0.32,p002,0.32,"3,9,5,8",Rhea-002 EV-1976,"Answer: Who hid the blue compass, and what was the code? Who hid the blue compass, and what was the",0,0.22154110670089722,0.4252941505983472,20,0.2,1.0
beta_0.32,p003,0.32,"3,9,5,8",Kira-003 CY-2199,"Answer: Who is the code
Answer: Who is the code

Answer: Who is the code

Answer: Who",0,0.48466938734054565,0.4268726445734501,17,0.23529411764705882,1.0
beta_0.32,p004,0.32,"3,9,5,8",Cora-004 DN-2064,"Answer: Who hid the green hourglass, and what was the code? Answer: Who hid the green hourglass,",0,0.22501546144485474,0.42139093670994043,17,0.17647058823529413,1.0
beta_0.32,p005,0.32,"3,9,5,8",Jules-005 BR-7519,"Indefinitely, we are the editors of the page. We are the writers of the page. We are the readers",0,0.24246352910995483,0.4233704162761569,19,0.2631578947368421,1.0
beta_0.32,p006,0.32,"3,9,5,8",Cora-006 BR-4800,"Answer: Who hid the copper lantern, and what was the code?",0,0.21543490886688232,0.4279545322060585,11,0.18181818181818182,1.0
beta_0.32,p007,0.32,"3,9,5,8",Rhea-007 DN-7536,"There is no one, and what was the code. And what was the code. And what was the code. And",0,0.25120389461517334,0.42490618489682674,20,0.2,1.0
beta_0.32,p008,0.32,"3,9,5,8",Silas-008 EV-2662,Answer: The index used a private shorthand that only half explained itself. The index used a private shorthand that only half explained,0,0.1723821759223938,0.42758308444172144,22,0.09090909090909091,1.0
beta_0.32,p009,0.32,"3,9,5,8",Pavel-009 AX-3361,"Answer: Who hid the green hourglass, and what was the code? Answer: Who hid the green hourglass,",0,0.21008604764938354,0.42637964710593224,17,0.17647058823529413,1.0
beta_0.32,p010,0.32,"3,9,5,8",Felix-010 BR-9725,Answer: The index used a private shorthand that only half explained itself. The index used a private shorthand that only half explained,0,0.1783081293106079,0.4242324186488986,22,0.09090909090909091,1.0
beta_0.32,p011,0.32,"3,9,5,8",Tara-011 DN-6726,"Answer: Who hid the code

Answer: Who hid the code

Answer: Who hid the code

Answer: Who",0,0.3199411630630493,0.4243245916441083,17,0.23529411764705882,1.0
beta_0.32,p012,0.32,"3,9,5,8",Dante-012 BR-8832,Answer: The code is the answer.,0,0.2949974536895752,0.41964653600007296,6,0.3333333333333333,1.0
beta_0.32,p013,0.32,"3,9,5,8",Elena-013 EV-8771,Answer:,0,0.42672181129455566,0.41949591785669327,1,1.0,0.0
beta_0.32,p014,0.32,"3,9,5,8",Hugo-014 CY-5249,"Answer: No one agreed on whether the collection was complete or merely abandoned. A quiet clerk, and what was the code",0,0.22118818759918213,0.4295754870399833,21,0.09523809523809523,1.0
beta_0.32,p015,0.32,"3,9,5,8",Pavel-015 AX-2011,Answer: The code,0,0.305927038192749,0.43140497617423534,3,0.3333333333333333,1.0
beta_0.32,p016,0.32,"3,9,5,8",Quinn-016 EV-4267,"Indefinite, we are not self-imposed. We are not self-imposed. We are not self-imposed",0,0.27652692794799805,0.4211851842701435,16,0.1875,1.0
beta_0.32,p017,0.32,"3,9,5,8",Hugo-017 AX-4484,It is a quiet clerk moved between the aisles without disturbing the dust. The afternoon light made the windows look like pan,0,0.18301331996917725,0.42808001209050417,22,0.18181818181818182,1.0
beta_0.32,p018,0.32,"3,9,5,8",Nolan-018 DN-6556,Answer:,0,0.42795830965042114,0.42317827697843313,1,1.0,0.0
beta_0.32,p019,0.32,"3,9,5,8",Cora-019 BR-2716,## 5. 4. 3. 2. 2. 2. 2. 2,0,0.6411179602146149,0.42206471785902977,8,0.625,0.0
beta_0.32,p020,0.32,"3,9,5,8",Basil-020 DN-2186,"Individually matched for the margin, I have found in the margin, I have found in the margin, I have",0,0.19122087955474854,0.4260130925104022,19,0.15789473684210525,1.0
beta_0.32,p021,0.32,"3,9,5,8",Elena-021 EV-4906,"Answer: Who hid the code

Answer: Who hid the code

Answer: Who hid the code

Answer: Who",0,0.32661521434783936,0.4239640850573778,17,0.23529411764705882,1.0
beta_0.32,p022,0.32,"3,9,5,8",Ada-022 AX-1251,"Indefinite. For a certain, for a certain, for a certain, for a certain, for a certain,",0,0.2447293996810913,0.41811702493578196,16,0.3125,1.0
beta_0.32,p023,0.32,"3,9,5,8",Elena-023 CY-1891,"Answer: Who hid the code, who is the author.",0,0.2289804220199585,0.42907329462468624,9,0.2222222222222222,1.0
beta_0.32,p024,0.32,"3,9,5,8",Felix-024 DN-1059,## 5. 5. 5. 5. 5. 5. 5. 5,0,0.6145496964454651,0.4199090162292123,8,1.0,0.0
beta_0.32,p025,0.32,"3,9,5,8",Iris-025 BR-5066,"A word, a sentence, a paragraph, a sentence, a paragraph, a paragraph, a sentence, a sentence,",0,0.3111723065376282,0.42050992976874113,16,0.5,1.0
beta_0.32,p026,0.32,"3,9,5,8",Tara-026 CY-9096,Answer:,0,0.4334847927093506,0.42164348997175694,1,1.0,0.0
beta_0.32,p027,0.32,"3,9,5,8",Opal-027 AX-1308,"This afternoon I will give you a day by day by day by day by day, I will give you a day by",0,0.22200489044189453,0.4312948528677225,23,0.2608695652173913,1.0
beta_0.32,p028,0.32,"3,9,5,8",Opal-028 DN-2257,Answer: The code,0,0.2891988158226013,0.430524667724967,3,0.3333333333333333,1.0
beta_0.32,p029,0.32,"3,9,5,8",Dante-029 DN-5765,Minustime is the name. Minustime is the name. Code. The name. The code. The name,0,0.301336407661438,0.4311896525323391,15,0.3333333333333333,1.0
beta_0.32,p030,0.32,"3,9,5,8",Mira-030 BR-2222,"Answer: Who hid the silver thimble, and what was the code? Answer: Who hid the silver thim",0,0.2219165563583374,0.42337661143392324,17,0.17647058823529413,1.0
beta_0.32,p031,0.32,"3,9,5,8",Pavel-031 DN-5947,Answer:,0,0.45395517349243164,0.4182584350928664,1,1.0,0.0
beta_0.32,p032,0.32,"3,9,5,8",Jules-032 CY-2064,"Answer: Who is the code
Who is the code
Who is the code
Who is the code
Who is",0,0.39649951457977295,0.4191925525665283,19,0.2631578947368421,1.0
beta_0.32,p033,0.32,"3,9,5,8",Quinn-033 BR-7116,"The collection was cataloged twice, once by date and once by texture. A quiet clerk, and what was the code",0,0.16678941249847412,0.4234312195330858,20,0.1,1.0
beta_0.32,p034,0.32,"3,9,5,8",Nolan-034 CY-5878,"Indefinitely, I have found in the margin, I have found in the file, I have found in the file",0,0.19323444366455078,0.4196875039488077,19,0.15789473684210525,1.0
beta_0.32,p035,0.32,"3,9,5,8",Kira-035 DN-3287,Answer:,0,0.42372000217437744,0.4184359647333622,1,1.0,0.0
beta_0.32,p036,0.32,"3,9,5,8",Quinn-036 DN-5427,Answer: The code is the answer of the margin. The code is the answer of the margin. The code is the,0,0.2245129942893982,0.4305250998586416,21,0.38095238095238093,1.0
beta_0.32,p037,0.32,"3,9,5,8",Ada-037 AX-7966,The index used a private shorthand that only half explained itself. The index used a private shorthand that only half explained itself.,0,0.18393337726593018,0.4302269583567977,22,0.09090909090909091,1.0
beta_0.32,p038,0.32,"3,9,5,8",Rhea-038 AX-3058,"Answer: Who hid the amber violin, and what was the code? Answer: Who hid the amber violin, and what",0,0.22029602527618408,0.42717420402914286,19,0.15789473684210525,1.0
beta_0.32,p039,0.32,"3,9,5,8",Tara-039 AX-9806,"Individually tailored for a date, a month, a quarter, a semi, a semi, a semi, a",0,0.24604541063308716,0.4251676658168435,16,0.4375,1.0
beta_0.32,p040,0.32,"3,9,5,8",Nolan-040 CY-4732,"Indicate the blue, and what was the code. Who hid the blue, and what was the code. Who hid",0,0.2153010368347168,0.42819665372371674,19,0.21052631578947367,1.0
beta_0.32,p041,0.32,"3,9,5,8",Greta-041 BR-4781,"Indefinitely, I am a private, I am a private, I am a private, I am a private,",0,0.24540036916732788,0.4247842086479068,17,0.23529411764705882,1.0
beta_0.32,p042,0.32,"3,9,5,8",Ada-042 BR-7805,"Answer: The code, the code, the code, the code, the code. The code, the code, the",0,0.24095362424850464,0.4226715723052621,16,0.5,1.0
beta_0.32,p043,0.32,"3,9,5,8",Mira-043 CY-8248,Answer:,0,0.4090043902397156,0.42669836897403,1,1.0,0.0
